item,buque,producto,jornada,turno,ticket_apm,permiso,bl,bodega,balanza_ingreso,fecha_ingreso_apm,fecha_inicio_carguio,fecha_termino_carguio,duracion_carguio,estadia_muelle_antes_carguio,balanza_salida,guia_remision_agencia,placa_camion,empresa_transporte,num_precinto,peso_bruto_puerto,tara_puerto,peso_neto_salida_apm,peso_apm_tn,destino_almacen,fecha_salida_apmtc,tiempo_termino_carguio_salida,tiempo_llegada_salida_apm,fecha_ingreso_almacen,peso_bruto_almacen,tara_almacen,peso_neto_ingreso_almacen,diferencia_pesos_netos,fecha_salida_almacen,tiempo_llegada_almacen_desde_puerto,permanencia_almacen,duracion_total_traslado,observaciones,guia_transporte
221,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250481,-,2,BODEGA 1,-,2024-12-25 15:45:00,2024-12-25 15:58:00,2024-12-25 16:05:00,00:07:00,00:13:00,-,250481,AKV816,TOSA E.I.R.L.,128821,54040,17200,36840,36.84,GH CHANCAY - 5029,2024-12-25 16:38:00,00:33:00,00:53:00,2024-12-25 17:18:00,53870,17080,36790,-50,2024-12-25 18:23:00,00:40:00,01:05:00,02:38:00,0,0
222,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250477,-,2,BODEGA 1,-,2024-12-25 15:30:00,2024-12-25 16:00:00,2024-12-25 16:07:00,00:07:00,00:30:00,-,250477,C2B789,TRANSJIBAJA S.A.C.,128819,51260,16520,34740,34.74,CHANCAY - 5003,2024-12-25 16:28:00,00:21:00,00:58:00,2024-12-25 16:47:00,51200,16450,34750,10,2024-12-25 18:01:00,00:19:00,01:14:00,02:31:00,0,0
223,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250486,-,2,BODEGA 3,-,2024-12-25 15:56:00,2024-12-25 16:06:00,2024-12-25 16:13:00,00:07:00,00:10:00,-,250486,AZS811,TOSA E.I.R.L.,128823,51620,17400,34220,34.22,GH CHANCAY - 5029,2024-12-25 16:44:00,00:31:00,00:48:00,2024-12-25 18:33:00,51460,17310,34150,-70,2024-12-25 18:36:00,01:49:00,00:03:00,02:40:00,0,0
224,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250479,-,2,BODEGA 1,-,2024-12-25 15:36:00,2024-12-25 16:08:00,2024-12-25 16:15:00,00:07:00,00:32:00,-,250479,C9H901,TOSA E.I.R.L.,128820,51100,16300,34800,34.8,CHANCAY - 5003,2024-12-25 16:32:00,00:17:00,00:56:00,2024-12-25 17:14:00,51030,16230,34800,0,2024-12-25 18:22:00,00:42:00,01:08:00,02:46:00,0,0
225,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250487,-,2,BODEGA 1,-,2024-12-25 15:57:00,2024-12-25 16:10:00,2024-12-25 16:17:00,00:07:00,00:13:00,-,250487,D0Q776,TRANSJIBAJA S.A.C.,128824,48620,16440,32180,32.18,CHANCAY - 5003,2024-12-25 16:53:00,00:36:00,00:56:00,2024-12-25 17:35:00,48560,16400,32160,-20,2024-12-25 18:35:00,00:42:00,01:00:00,02:38:00,0,0
226,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250489,-,2,BODEGA 3,-,2024-12-25 16:03:00,2024-12-25 16:18:00,2024-12-25 16:25:00,00:07:00,00:15:00,-,250489,AUL898,TOSA E.I.R.L.,128825,50100,17060,33040,33.04,CHANCAY - 5003,2024-12-25 16:55:00,00:30:00,00:52:00,2024-12-25 17:31:00,50060,16980,33080,40,2024-12-25 18:31:00,00:36:00,01:00:00,02:28:00,0,0
227,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250498,-,2,BODEGA 3,-,2024-12-25 16:18:00,2024-12-25 16:22:00,2024-12-25 16:29:00,00:07:00,00:04:00,-,250498,AZR943,TOSA E.I.R.L.,128828,50300,17740,32560,32.56,GH CHANCAY - 5029,2024-12-25 16:59:00,00:30:00,00:41:00,2024-12-25 18:09:00,50150,17640,32510,-50,2024-12-25 19:04:00,01:10:00,00:55:00,02:46:00,0,0
228,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250492,-,2,BODEGA 1,-,2024-12-25 16:14:00,2024-12-25 16:26:00,2024-12-25 16:33:00,00:07:00,00:12:00,-,250492,BYP751,TOSA E.I.R.L.,128826,49720,18340,31380,31.38,CHANCAY - 5003,2024-12-25 16:56:00,00:23:00,00:42:00,2024-12-25 17:39:00,49670,18300,31370,-10,2024-12-25 18:49:00,00:43:00,01:10:00,02:35:00,0,0
229,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250496,-,2,BODEGA 3,-,2024-12-25 16:16:00,2024-12-25 16:34:00,2024-12-25 16:41:00,00:07:00,00:18:00,-,250496,AUL936,TOSA E.I.R.L.,128827,51660,17040,34620,34.62,GH CHANCAY - 5029,2024-12-25 16:58:00,00:17:00,00:42:00,2024-12-25 17:58:00,51570,16970,34600,-20,2024-12-25 18:57:00,01:00:00,00:59:00,02:41:00,0,0
230,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250504,-,2,BODEGA 3,-,2024-12-25 16:33:00,2024-12-25 16:43:00,2024-12-25 16:50:00,00:07:00,00:10:00,-,250504,ANB766,VILMA ROJAS,128831,52640,18320,34320,34.32,CHANCAY - 5003,2024-12-25 17:14:00,00:24:00,00:41:00,2024-12-25 17:43:00,52580,18260,34320,0,2024-12-25 18:54:00,00:29:00,01:11:00,02:21:00,0,0
231,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250505,-,2,BODEGA 3,-,2024-12-25 16:36:00,2024-12-25 16:46:00,2024-12-25 16:53:00,00:07:00,00:10:00,-,250505,ADZ884,TRANSJIBAJA S.A.C.,128832,50360,16040,34320,34.32,CHANCAY - 5003,2024-12-25 17:16:00,00:23:00,00:40:00,2024-12-25 17:46:00,50310,15970,34340,20,2024-12-25 19:03:00,00:30:00,01:17:00,02:27:00,0,0
232,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250499,-,2,BODEGA 1,-,2024-12-25 16:20:00,2024-12-25 16:48:00,2024-12-25 16:55:00,00:07:00,00:28:00,-,250499,F6V876,VILMA ROJAS,128829,51080,18020,33060,33.06,GH CHANCAY - 5029,2024-12-25 17:02:00,00:07:00,00:42:00,2024-12-25 17:29:00,50940,17920,33020,-40,2024-12-25 18:45:00,00:27:00,01:16:00,02:25:00,0,0
233,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250508,-,2,BODEGA 3,-,2024-12-25 16:42:00,2024-12-25 16:52:00,2024-12-25 16:59:00,00:07:00,00:10:00,-,250508,ABY907,TOSA E.I.R.L.,128833,51080,16840,34240,34.24,GH CHANCAY - 5029,2024-12-25 17:17:00,00:18:00,00:35:00,2024-12-25 18:31:00,50940,16770,34170,-70,2024-12-25 19:07:00,01:14:00,00:36:00,02:25:00,0,0
234,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250512,-,2,BODEGA 3,-,2024-12-25 16:46:00,2024-12-25 16:56:00,2024-12-25 17:03:00,00:07:00,00:10:00,-,250512,ASF702,TRANSJIBAJA S.A.C.,128834,50000,17140,32860,32.86,GH CHANCAY - 5029,2024-12-25 17:18:00,00:15:00,00:32:00,2024-12-25 18:00:00,49870,17060,32810,-50,2024-12-25 19:00:00,00:42:00,01:00:00,02:14:00,0,0
235,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250502,-,2,BODEGA 3,-,2024-12-25 16:28:00,2024-12-25 16:56:00,2024-12-25 17:03:00,00:07:00,00:28:00,-,250502,AJE884,VILMA ROJAS,128830,53180,18860,34320,34.32,GH CHANCAY - 5029,2024-12-25 17:10:00,00:07:00,00:42:00,2024-12-25 17:47:00,53010,18700,34310,-10,2024-12-25 18:53:00,00:37:00,01:06:00,02:25:00,0,0
236,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250518,-,2,BODEGA 3,-,2024-12-25 16:52:00,2024-12-25 17:02:00,2024-12-25 17:09:00,00:07:00,00:10:00,-,250518,D3Y881,TRANSJIBAJA S.A.C.,128835,51240,16360,34880,34.88,CHANCAY - 5003,2024-12-25 17:24:00,00:15:00,00:32:00,2024-12-25 17:49:00,51170,16300,34870,-10,2024-12-25 18:59:00,00:25:00,01:10:00,02:07:00,0,0
237,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250513,-,2,BODEGA 3,-,2024-12-25 16:47:00,2024-12-25 17:05:00,2024-12-25 17:12:00,00:07:00,00:18:00,-,250513,AJD804,VILMA ROJAS,128837,49080,18380,30700,30.7,CHANCAY - 5003,2024-12-25 17:33:00,00:21:00,00:46:00,2024-12-25 17:52:00,49010,18310,30700,0,2024-12-25 19:11:00,00:19:00,01:19:00,02:24:00,0,0
238,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250522,-,2,BODEGA 3,-,2024-12-25 17:00:00,2024-12-25 17:05:00,2024-12-25 17:12:00,00:07:00,00:05:00,-,250522,BDD755,VILMA ROJAS,128839,52420,17880,34540,34.54,GH CHANCAY - 5029,2024-12-25 17:44:00,00:32:00,00:44:00,2024-12-25 19:18:00,52300,17810,34490,-50,2024-12-25 19:36:00,01:34:00,00:18:00,02:36:00,0,0
239,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250519,-,2,BODEGA 1,-,2024-12-25 16:54:00,2024-12-25 17:10:00,2024-12-25 17:17:00,00:07:00,00:16:00,-,250519,AWS916,TOSA E.I.R.L.,128836,51480,17680,33800,33.8,GH CHANCAY - 5029,2024-12-25 17:30:00,00:13:00,00:36:00,2024-12-25 18:43:00,51340,17610,33730,-70,2024-12-25 19:13:00,01:13:00,00:30:00,02:19:00,0,0
240,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250520,-,2,BODEGA 3,-,2024-12-25 16:54:00,2024-12-25 17:20:00,2024-12-25 17:27:00,00:07:00,00:26:00,-,250520,C7Y834,TRANSJIBAJA S.A.C.,128838,47500,17220,30280,30.28,GH CHANCAY - 5029,2024-12-25 17:37:00,00:10:00,00:43:00,2024-12-25 18:50:00,47350,17140,30210,-70,2024-12-25 19:32:00,01:13:00,00:42:00,02:38:00,0,0
241,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250551,-,2,BODEGA 3,-,2024-12-25 17:35:00,2024-12-25 17:48:00,2024-12-25 17:55:00,00:07:00,00:13:00,-,250551,ABP703,TRANSJIBAJA S.A.C.,128851,47580,16820,30760,30.76,CHANCAY - 5003,2024-12-25 18:51:00,00:56:00,01:16:00,2024-12-25 19:30:00,47490,16730,30760,0,2024-12-25 20:42:00,00:39:00,01:12:00,03:07:00,0,0
242,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250525,-,2,BODEGA 1,-,2024-12-25 17:08:00,2024-12-25 17:50:00,2024-12-25 17:57:00,00:07:00,00:42:00,-,250525,BMN703,VILMA ROJAS,128840,49340,19060,30280,30.28,CHANCAY - 5003,2024-12-25 18:00:00,00:03:00,00:52:00,2024-12-25 18:27:00,49240,18980,30260,-20,2024-12-25 19:14:00,00:27:00,00:47:00,02:06:00,0,0
243,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250530,-,2,BODEGA 3,-,2024-12-25 17:13:00,2024-12-25 17:51:00,2024-12-25 17:58:00,00:07:00,00:38:00,-,250530,AJP818,VILMA ROJAS,128842,49340,18740,30600,30.6,GH CHANCAY - 5029,2024-12-25 18:17:00,00:19:00,01:04:00,2024-12-25 19:21:00,49210,18650,30560,-40,2024-12-25 19:40:00,01:04:00,00:19:00,02:27:00,0,0
244,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250527,-,2,BODEGA 3,-,2024-12-25 17:09:00,2024-12-25 17:52:00,2024-12-25 17:59:00,00:07:00,00:43:00,-,250527,D1J772,TRANSJIBAJA S.A.C.,128841,46180,17040,29140,29.14,CHANCAY - 5003,2024-12-25 18:10:00,00:11:00,01:01:00,2024-12-25 18:34:00,46110,16980,29130,-10,2024-12-25 19:23:00,00:24:00,00:49:00,02:14:00,0,0
245,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250532,-,2,BODEGA 3,-,2024-12-25 17:14:00,2024-12-25 18:00:00,2024-12-25 18:07:00,00:07:00,00:46:00,-,250532,ASA876,TOSA E.I.R.L.,128843,47540,17280,30260,30.26,CHANCAY - 5003,2024-12-25 18:25:00,00:18:00,01:11:00,2024-12-25 19:10:00,47470,17230,30240,-20,2024-12-25 19:36:00,00:45:00,00:26:00,02:22:00,0,0
246,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250536,-,2,BODEGA 3,-,2024-12-25 17:17:00,2024-12-25 18:02:00,2024-12-25 18:09:00,00:07:00,00:45:00,-,250536,AJG777,VILMA ROJAS,128845,47680,18060,29620,29.62,CHANCAY - 5003,2024-12-25 18:36:00,00:27:00,01:19:00,2024-12-25 19:13:00,47610,17990,29620,0,2024-12-25 19:43:00,00:37:00,00:30:00,02:26:00,0,0
247,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250535,-,2,BODEGA 1,-,2024-12-25 17:16:00,2024-12-25 18:08:00,2024-12-25 18:15:00,00:07:00,00:52:00,-,250535,BMO703,VILMA ROJAS,128844,52460,18840,33620,33.62,CHANCAY - 5003,2024-12-25 18:29:00,00:14:00,01:13:00,2024-12-25 19:07:00,52410,18800,33610,-10,2024-12-25 19:32:00,00:38:00,00:25:00,02:16:00,0,0
248,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250538,-,2,BODEGA 1,-,2024-12-25 17:19:00,2024-12-25 18:09:00,2024-12-25 18:16:00,00:07:00,00:50:00,-,250538,D7H920,TRANSJIBAJA S.A.C.,128846,51140,17120,34020,34.02,CHANCAY - 5003,2024-12-25 18:36:00,00:20:00,01:17:00,2024-12-25 19:16:00,51060,17050,34010,-10,2024-12-25 19:51:00,00:40:00,00:35:00,02:32:00,0,0
249,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250542,-,2,BODEGA 1,-,2024-12-25 17:25:00,2024-12-25 18:10:00,2024-12-25 18:17:00,00:07:00,00:45:00,-,250542,BMO774,VILMA ROJAS,128849,52080,18860,33220,33.22,CHANCAY - 5003,2024-12-25 18:42:00,00:25:00,01:17:00,2024-12-25 19:19:00,52010,18810,33200,-20,2024-12-25 19:55:00,00:37:00,00:36:00,02:30:00,0,0
250,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250544,-,2,BODEGA 3,-,2024-12-25 17:28:00,2024-12-25 18:15:00,2024-12-25 18:22:00,00:07:00,00:47:00,-,250544,F4E751,TRANSJIBAJA S.A.C.,128850,48420,16860,31560,31.56,CHANCAY - 5003,2024-12-25 18:45:00,00:23:00,01:17:00,2024-12-25 19:22:00,48360,16810,31550,-10,2024-12-25 20:30:00,00:37:00,01:08:00,03:02:00,0,0
251,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250541,-,2,BODEGA 3,-,2024-12-25 17:22:00,2024-12-25 18:16:00,2024-12-25 18:23:00,00:07:00,00:54:00,-,250541,D7X754,TOSA E.I.R.L.,128847,51600,17240,34360,34.36,CHANCAY - 5003,2024-12-25 18:38:00,00:15:00,01:16:00,2024-12-25 19:25:00,51520,17160,34360,0,2024-12-25 20:35:00,00:47:00,01:10:00,03:13:00,0,0
252,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250540,-,2,BODEGA 3,-,2024-12-25 17:20:00,2024-12-25 18:20:00,2024-12-25 18:27:00,00:07:00,01:00:00,-,250540,AWS791,TOSA E.I.R.L.,128848,48760,17760,31000,31,CHANCAY - 5003,2024-12-25 18:40:00,00:13:00,01:20:00,2024-12-25 19:33:00,48710,17680,31030,30,2024-12-25 20:47:00,00:53:00,01:14:00,03:27:00,0,0
253,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250565,-,2,BODEGA 3,-,2024-12-25 17:59:00,2024-12-25 18:24:00,2024-12-25 18:30:00,00:06:00,00:25:00,-,250565,ABV921,TOSA E.I.R.L.,128870,56020,16800,39220,39.22,CHANCAY - 5003,2024-12-25 20:17:00,01:47:00,02:18:00,2024-12-25 21:13:00,55980,16750,39230,10,2024-12-25 22:30:00,00:56:00,01:17:00,04:31:00,0,0
254,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250557,-,2,BODEGA 1,-,2024-12-25 17:50:00,2024-12-25 18:24:00,2024-12-25 18:31:00,00:07:00,00:34:00,-,250557,ATA883,TOSA E.I.R.L.,128856,45180,16820,28360,28.36,CHANCAY - 5003,2024-12-25 19:16:00,00:45:00,01:26:00,2024-12-25 19:53:00,45150,16760,28390,30,2024-12-25 21:13:00,00:37:00,01:20:00,03:23:00,0,0
255,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250549,-,2,BODEGA 1,-,2024-12-25 17:34:00,2024-12-25 18:25:00,2024-12-25 18:32:00,00:07:00,00:51:00,-,250549,BDE743,VILMA ROJAS,128852,53140,17980,35160,35.16,CHANCAY - 5003,2024-12-25 18:53:00,00:21:00,01:19:00,2024-12-25 19:37:00,53080,17900,35180,20,2024-12-25 20:54:00,00:44:00,01:17:00,03:20:00,0,0
256,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250555,-,2,BODEGA 3,-,2024-12-25 17:40:00,2024-12-25 18:32:00,2024-12-25 18:39:00,00:07:00,00:52:00,-,250555,BDD892,VILMA ROJAS,128855,50100,17680,32420,32.42,CHANCAY - 5003,2024-12-25 19:03:00,00:24:00,01:23:00,2024-12-25 19:45:00,50020,17600,32420,0,2024-12-25 21:06:00,00:42:00,01:21:00,03:26:00,0,0
257,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250562,-,2,BODEGA 3,-,2024-12-25 17:55:00,2024-12-25 18:36:00,2024-12-25 18:43:00,00:07:00,00:41:00,-,250562,T9T864,TRANSJIBAJA S.A.C.,128857,47700,17420,30280,30.28,CHANCAY - 5003,2024-12-25 19:19:00,00:36:00,01:24:00,2024-12-25 19:48:00,47630,17320,30310,30,2024-12-25 21:09:00,00:29:00,01:21:00,03:14:00,0,0
258,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250554,-,2,BODEGA 3,-,2024-12-25 17:38:00,2024-12-25 18:40:00,2024-12-25 18:47:00,00:07:00,01:02:00,-,250554,APP823,TRANSJIBAJA S.A.C.,128853,47340,17480,29860,29.86,CHANCAY - 5003,2024-12-25 18:58:00,00:11:00,01:20:00,2024-12-25 19:40:00,47280,17420,29860,0,2024-12-25 20:59:00,00:42:00,01:19:00,03:21:00,0,0
259,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250552,-,2,BODEGA 1,-,2024-12-25 16:49:00,2024-12-25 18:48:00,2024-12-25 18:55:00,00:07:00,01:59:00,-,250552,APN941,TRANSJIBAJA S.A.C.,128854,46600,16880,29720,29.72,CHANCAY - 5003,2024-12-25 19:01:00,00:06:00,02:12:00,2024-12-25 19:42:00,46550,16820,29730,10,2024-12-25 21:02:00,00:41:00,01:20:00,04:13:00,0,0
260,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250561,-,2,BODEGA 1,-,2024-12-25 17:54:00,2024-12-25 19:05:00,2024-12-25 19:12:00,00:07:00,01:11:00,-,250561,D7P795,TRANSJIBAJA S.A.C.,128858,47020,17540,29480,29.48,CHANCAY - 5003,2024-12-25 19:25:00,00:13:00,01:31:00,2024-12-25 19:56:00,46970,17480,29490,10,2024-12-25 21:18:00,00:31:00,01:22:00,03:24:00,0,0
261,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250573,-,2,BODEGA 1,-,2024-12-25 18:10:00,2024-12-25 19:15:00,2024-12-25 19:20:00,00:05:00,01:05:00,-,250573,ATA937,TOSA E.I.R.L.,128871,52580,17080,35500,35.5,GH CHANCAY - 5029,2024-12-25 20:23:00,01:03:00,02:13:00,2024-12-25 21:06:00,52440,17020,35420,-80,2024-12-25 21:19:00,00:43:00,00:13:00,03:09:00,0,0
262,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250604,-,2,BODEGA 3,-,2024-12-25 18:41:00,2024-12-25 19:15:00,2024-12-25 19:20:00,00:05:00,00:34:00,-,250604,AUL898,TOSA E.I.R.L.,128862,50040,17040,33000,33,CHANCAY - 5003,2024-12-25 20:46:00,01:26:00,02:05:00,2024-12-25 21:54:00,49950,16980,32970,-30,2024-12-25 23:01:00,01:08:00,01:07:00,04:20:00,0,0
263,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250578,-,2,BODEGA 3,-,2024-12-25 18:21:00,2024-12-25 19:20:00,2024-12-25 19:25:00,00:05:00,00:59:00,-,250578,ASZ864,TRANSJIBAJA S.A.C.,128873,51120,17100,34020,34.02,CHANCAY - 5003,2024-12-25 20:28:00,01:03:00,02:07:00,2024-12-25 20:55:00,51090,17040,34050,30,2024-12-25 21:34:00,00:27:00,00:39:00,03:13:00,0,0
264,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250570,-,2,BODEGA 3,-,2024-12-25 18:07:00,2024-12-25 19:30:00,2024-12-25 19:37:00,00:07:00,01:23:00,-,250570,D6H785,TRANSJIBAJA S.A.C.,128859,46880,16080,30800,30.8,CHANCAY - 5003,2024-12-25 20:05:00,00:28:00,01:58:00,2024-12-25 20:42:00,46830,16020,30810,10,2024-12-25 21:24:00,00:37:00,00:42:00,03:17:00,0,0
265,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250577,-,2,BODEGA 1,-,2024-12-25 18:20:00,2024-12-25 19:35:00,2024-12-25 19:40:00,00:05:00,01:15:00,-,250577,AFX858,TOSA E.I.R.L.,128874,50420,16920,33500,33.5,CHANCAY - 5003,2024-12-25 20:28:00,00:48:00,02:08:00,2024-12-25 21:21:00,50340,16850,33490,-10,2024-12-25 22:24:00,00:53:00,01:03:00,04:04:00,0,0
266,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250571,-,2,BODEGA 1,-,2024-12-25 18:10:00,2024-12-25 19:40:00,2024-12-25 19:47:00,00:07:00,01:30:00,-,250571,D7W933,TOSA E.I.R.L.,128860,52740,17440,35300,35.3,CHANCAY - 5003,2024-12-25 20:10:00,00:23:00,02:00:00,2024-12-25 21:10:00,52710,17370,35340,40,2024-12-25 21:38:00,01:00:00,00:28:00,03:28:00,0,0
267,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250645,-,2,BODEGA 1,-,2024-12-25 19:15:00,2024-12-25 19:48:00,2024-12-25 19:55:00,00:07:00,00:33:00,-,250645,ASF702,TRANSJIBAJA S.A.C.,128885,46560,17140,29420,29.42,CHANCAY - 5003,2024-12-25 21:36:00,01:41:00,02:21:00,2024-12-25 22:10:00,46510,17080,29430,10,2024-12-25 23:20:00,00:34:00,01:10:00,04:05:00,0,0
268,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250596,-,2,BODEGA 3,-,2024-12-25 18:37:00,2024-12-25 19:50:00,2024-12-25 19:55:00,00:05:00,01:13:00,-,250596,BYP721,TOSA E.I.R.L.,128879,51200,18500,32700,32.7,GH CHANCAY - 5029,2024-12-25 20:44:00,00:49:00,02:07:00,2024-12-25 21:45:00,51120,18410,32710,10,2024-12-25 22:00:00,01:01:00,00:15:00,03:23:00,0,0
269,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250635,-,2,BODEGA 3,-,2024-12-25 19:06:00,2024-12-25 19:55:00,2024-12-25 20:00:00,00:05:00,00:49:00,-,250635,F6V876,VILMA ROJAS,128868,52240,18020,34220,34.22,CHANCAY - 5003,2024-12-25 21:13:00,01:13:00,02:07:00,2024-12-25 21:44:00,52170,17940,34230,10,2024-12-25 22:47:00,00:31:00,01:03:00,03:41:00,0,0
270,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250643,-,2,BODEGA 3,-,2024-12-25 19:13:00,2024-12-25 20:05:00,2024-12-25 20:09:00,00:04:00,00:52:00,-,250643,AUL936,TOSA E.I.R.L.,128881,52540,17020,35520,35.52,CHANCAY - 5003,2024-12-25 21:27:00,01:18:00,02:14:00,2024-12-25 22:17:00,52470,16980,35490,-30,2024-12-25 23:37:00,00:50:00,01:20:00,04:24:00,0,0
271,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250580,-,2,BODEGA 3,-,2024-12-25 18:23:00,2024-12-25 20:05:00,2024-12-25 20:10:00,00:05:00,01:42:00,-,250580,BYP790,TOSA E.I.R.L.,128875,53560,18320,35240,35.24,CHANCAY - 5003,2024-12-25 20:31:00,00:21:00,02:08:00,2024-12-25 21:29:00,53510,18270,35240,0,2024-12-25 22:27:00,00:58:00,00:58:00,04:04:00,0,0
272,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250572,-,2,BODEGA 3,-,2024-12-25 18:10:00,2024-12-25 20:05:00,2024-12-25 20:10:00,00:05:00,01:55:00,-,250572,C2B789,TRANSJIBAJA S.A.C.,128872,47900,16520,31380,31.38,CHANCAY - 5003,2024-12-25 20:23:00,00:13:00,02:13:00,2024-12-25 20:52:00,47850,16450,31400,20,2024-12-25 21:29:00,00:29:00,00:37:00,03:19:00,0,0
273,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 4,15-23,202412250661,-,2,BODEGA 3,-,2024-12-25 19:46:00,2024-12-25 20:09:00,2024-12-25 20:16:00,00:07:00,00:23:00,-,250661,BMO703,VILMA ROJAS,128888,54900,18840,36060,36.06,GH CHANCAY - 5029,2024-12-25 21:56:00,01:40:00,02:10:00,2024-12-25 22:23:00,54800,18760,36040,-20,2024-12-25 23:07:00,00:27:00,00:44:00,03:21:00,0,0
