item,buque,producto,jornada,turno,ticket_apm,permiso,bl,bodega,balanza_ingreso,fecha_ingreso_apm,fecha_inicio_carguio,fecha_termino_carguio,duracion_carguio,estadia_muelle_antes_carguio,balanza_salida,guia_remision_agencia,placa_camion,empresa_transporte,num_precinto,peso_bruto_puerto,tara_puerto,peso_neto_salida_apm,peso_apm_tn,destino_almacen,fecha_salida_apmtc,tiempo_termino_carguio_salida,tiempo_llegada_salida_apm,fecha_ingreso_almacen,peso_bruto_almacen,tara_almacen,peso_neto_ingreso_almacen,diferencia_pesos_netos,fecha_salida_almacen,tiempo_llegada_almacen_desde_puerto,permanencia_almacen,duracion_total_traslado,observaciones,guia_transporte
794,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280316,-,1,SILOS,-,2024-12-28 16:06:00,2024-12-28 17:35:00,2024-12-28 17:40:00,00:05:00,01:29:00,-,2280316,ABY910,TOSA E.I.R.L.,129395,49120,16740,32380,32.38,CHANCAY - 5003,2024-12-28 17:42:00,00:02:00,01:36:00,2024-12-28 19:00:00,49040,16760,32280,-100,2024-12-28 19:39:00,01:18:00,00:39:00,03:33:00,0,0
795,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280319,-,1,SILOS,-,2024-12-28 16:35:00,2024-12-28 17:37:00,2024-12-28 17:42:00,00:05:00,01:02:00,-,2280319,D7W933,TOSA E.I.R.L.,129396,49360,17240,32120,32.12,CHANCAY - 5003,2024-12-28 17:45:00,00:03:00,01:10:00,2024-12-28 18:28:00,49300,17260,32040,-80,2024-12-28 19:02:00,00:43:00,00:34:00,02:27:00,0,0
796,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280313,-,1,SILOS,-,2024-12-28 16:15:00,2024-12-28 17:41:00,2024-12-28 17:46:00,00:05:00,01:26:00,-,2280313,ABY907,TOSA E.I.R.L.,129397,49260,16660,32600,32.6,LURIN - 5001,2024-12-28 17:48:00,00:02:00,01:33:00,2024-12-29 02:28:00,49290,16820,32470,-130,2024-12-29 03:01:00,08:40:00,00:33:00,10:46:00,0,0
797,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280317,-,1,SILOS,-,2024-12-28 17:01:00,2024-12-28 17:45:00,2024-12-28 17:50:00,00:05:00,00:44:00,-,2280317,AUL936,TOSA E.I.R.L.,129398,49800,16940,32860,32.86,CHANCAY - 5003,2024-12-28 17:52:00,00:02:00,00:51:00,2024-12-28 18:31:00,49720,16880,32840,-20,2024-12-28 19:14:00,00:39:00,00:43:00,02:13:00,0,0
798,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280321,-,1,SILOS,-,2024-12-28 16:45:00,2024-12-28 17:49:00,2024-12-28 17:52:00,00:03:00,01:04:00,-,2280321,ASA876,TOSA E.I.R.L.,129399,50160,17180,32980,32.98,CHANCAY - 5003,2024-12-28 17:54:00,00:02:00,01:09:00,2024-12-28 18:36:00,50100,17110,32990,10,2024-12-28 19:18:00,00:42:00,00:42:00,02:33:00,0,0
799,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280324,-,1,SILOS,-,2024-12-28 17:11:00,2024-12-28 17:51:00,2024-12-28 17:56:00,00:05:00,00:40:00,-,2280324,AZT768,TOSA E.I.R.L.,129400,47800,17740,30060,30.06,CHANCAY - 5003,2024-12-28 17:57:00,00:01:00,00:46:00,2024-12-28 18:39:00,47710,17680,30030,-30,2024-12-28 19:22:00,00:42:00,00:43:00,02:11:00,0,0
800,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280325,-,1,SILOS,-,2024-12-28 17:08:00,2024-12-28 17:54:00,2024-12-28 17:58:00,00:04:00,00:46:00,-,2280325,ATA883,TOSA E.I.R.L.,129401,47040,16720,30320,30.32,CHANCAY - 5003,2024-12-28 18:01:00,00:03:00,00:53:00,2024-12-28 18:45:00,46980,16660,30320,0,2024-12-28 19:30:00,00:44:00,00:45:00,02:22:00,0,0
801,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280323,-,1,SILOS,-,2024-12-28 17:10:00,2024-12-28 17:58:00,2024-12-28 18:02:00,00:04:00,00:48:00,-,2280323,BUY724,TOSA E.I.R.L.,129402,50480,18200,32280,32.28,CHANCAY - 5003,2024-12-28 18:04:00,00:02:00,00:54:00,2024-12-28 18:51:00,50420,18150,32270,-10,2024-12-28 19:35:00,00:47:00,00:44:00,02:25:00,0,0
802,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280327,-,1,SILOS,-,2024-12-28 17:26:00,2024-12-28 18:00:00,2024-12-28 18:05:00,00:05:00,00:34:00,-,2280327,AZR943,TOSA E.I.R.L.,129403,50420,17620,32800,32.8,CHANCAY - 5003,2024-12-28 18:06:00,00:01:00,00:40:00,2024-12-28 19:09:00,50330,17540,32790,-10,2024-12-28 19:53:00,01:03:00,00:44:00,02:27:00,0,0
803,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280330,-,1,SILOS,-,2024-12-28 17:35:00,2024-12-28 18:16:00,2024-12-28 18:21:00,00:05:00,00:41:00,-,2280330,D8A721,TOSA E.I.R.L.,129404,49000,17200,31800,31.8,CHANCAY - 5003,2024-12-28 18:26:00,00:05:00,00:51:00,2024-12-28 19:12:00,48890,17090,31800,0,2024-12-28 20:00:00,00:46:00,00:48:00,02:25:00,0,0
804,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280331,-,1,SILOS,-,2024-12-28 17:38:00,2024-12-28 18:20:00,2024-12-28 18:25:00,00:05:00,00:42:00,-,2280331,AKV816,TOSA E.I.R.L.,129405,49760,17100,32660,32.66,CHANCAY - 5003,2024-12-28 18:29:00,00:04:00,00:51:00,2024-12-28 19:24:00,49660,17020,32640,-20,2024-12-28 20:11:00,00:55:00,00:47:00,02:33:00,0,0
805,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280335,-,1,SILOS,-,2024-12-28 18:06:00,2024-12-28 18:25:00,2024-12-28 18:30:00,00:05:00,00:19:00,-,2280335,F0J926,TOSA E.I.R.L.,129406,48940,17120,31820,31.82,CHANCAY - 5003,2024-12-28 18:48:00,00:18:00,00:42:00,2024-12-28 19:28:00,48870,17030,31840,20,2024-12-28 20:14:00,00:40:00,00:46:00,02:08:00,0,0
806,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280336,-,1,SILOS,-,2024-12-28 18:02:00,2024-12-28 18:43:00,2024-12-28 18:48:00,00:05:00,00:41:00,-,2280336,BYP751,TOSA E.I.R.L.,129407,51000,18260,32740,32.74,CHANCAY - 5003,2024-12-28 18:52:00,00:04:00,00:50:00,2024-12-28 19:32:00,50940,18210,32730,-10,2024-12-28 20:18:00,00:40:00,00:46:00,02:16:00,0,0
807,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280339,-,1,SILOS,-,2024-12-28 18:11:00,2024-12-28 18:45:00,2024-12-28 18:51:00,00:06:00,00:34:00,-,2280339,AJI820,TOSA E.I.R.L.,129408,48360,17520,30840,30.84,CHANCAY - 5003,2024-12-28 18:55:00,00:04:00,00:44:00,2024-12-28 19:43:00,48270,17440,30830,-10,2024-12-28 20:21:00,00:48:00,00:38:00,02:10:00,0,0
808,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280344,-,1,SILOS,-,2024-12-28 18:22:00,2024-12-28 18:50:00,2024-12-28 18:55:00,00:05:00,00:28:00,-,2280344,BYP790,TOSA E.I.R.L.,129411,49640,18220,31420,31.42,CHANCAY - 5003,2024-12-28 19:14:00,00:19:00,00:52:00,2024-12-28 19:55:00,49570,18160,31410,-10,2024-12-28 20:57:00,00:41:00,01:02:00,02:35:00,0,0
809,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280346,-,1,SILOS,-,2024-12-28 18:05:00,2024-12-28 18:50:00,2024-12-28 18:55:00,00:05:00,00:45:00,-,2280346,BUY726,TOSA E.I.R.L.,129412,49180,18320,30860,30.86,CHANCAY - 5003,2024-12-28 19:17:00,00:22:00,01:12:00,2024-12-28 19:58:00,49090,18220,30870,10,2024-12-28 20:53:00,00:41:00,00:55:00,02:48:00,0,0
810,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280342,-,1,SILOS,-,2024-12-28 18:18:00,2024-12-28 18:50:00,2024-12-28 18:55:00,00:05:00,00:32:00,-,2280342,BYP785,TOSA E.I.R.L.,129410,50540,18160,32380,32.38,CHANCAY - 5003,2024-12-28 19:07:00,00:12:00,00:49:00,2024-12-28 19:50:00,50480,18080,32400,20,2024-12-28 20:37:00,00:43:00,00:47:00,02:19:00,0,0
811,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280347,-,1,SILOS,-,2024-12-28 18:36:00,2024-12-28 18:50:00,2024-12-28 18:55:00,00:05:00,00:14:00,-,2280347,AFX858,TOSA E.I.R.L.,129413,48780,16760,32020,32.02,CHANCAY - 5003,2024-12-28 19:58:00,01:03:00,01:22:00,2024-12-28 20:27:00,48700,16770,31930,-90,2024-12-28 21:03:00,00:29:00,00:36:00,02:27:00,0,0
812,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280338,-,1,SILOS,-,2024-12-28 18:06:00,2024-12-28 18:51:00,2024-12-28 18:56:00,00:05:00,00:45:00,-,2280338,D6D940,TOSA E.I.R.L.,129409,51420,16620,34800,34.8,CHANCAY - 5003,2024-12-28 18:57:00,00:01:00,00:51:00,2024-12-28 19:40:00,51350,16550,34800,0,2024-12-28 20:34:00,00:43:00,00:54:00,02:28:00,0,0
813,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280354,-,1,SILOS,-,2024-12-28 18:59:00,2024-12-28 19:20:00,2024-12-28 19:25:00,00:05:00,00:21:00,-,2280354,AZS811,TOSA E.I.R.L.,129414,49720,17300,32420,32.42,CHANCAY - 5003,2024-12-28 20:02:00,00:37:00,01:03:00,2024-12-28 20:29:00,49660,17230,32430,10,2024-12-28 21:00:00,00:27:00,00:31:00,02:01:00,0,0
814,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280355,-,1,SILOS,-,2024-12-28 19:02:00,2024-12-28 19:20:00,2024-12-28 19:25:00,00:05:00,00:18:00,-,2280355,F4O747,TOSA E.I.R.L.,129415,50260,17060,33200,33.2,CHANCAY - 5003,2024-12-28 20:05:00,00:40:00,01:03:00,2024-12-28 20:31:00,50220,17020,33200,0,2024-12-28 21:06:00,00:26:00,00:35:00,02:04:00,0,0
815,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280363,-,1,SILOS,-,2024-12-28 19:26:00,2024-12-28 19:45:00,2024-12-28 19:50:00,00:05:00,00:19:00,-,280363,AUL936,TOSA E.I.R.L.,129417,50840,16940,33900,33.9,CHANCAY - 5003,2024-12-28 20:18:00,00:28:00,00:52:00,2024-12-28 20:46:00,50780,16880,33900,0,2024-12-28 21:24:00,00:28:00,00:38:00,01:58:00,0,0
816,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280366,-,1,SILOS,-,2024-12-28 19:38:00,2024-12-28 19:45:00,2024-12-28 19:50:00,00:05:00,00:07:00,-,2280366,AZT768,TOSA E.I.R.L.,129419,52000,17740,34260,34.26,CHANCAY - 5003,2024-12-28 20:24:00,00:34:00,00:46:00,2024-12-28 20:51:00,51910,17670,34240,-20,2024-12-28 21:37:00,00:27:00,00:46:00,01:59:00,0,0
817,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280356,-,1,SILOS,-,2024-12-28 19:26:00,2024-12-28 19:50:00,2024-12-28 19:55:00,00:05:00,00:24:00,-,2280356,C9H901,TOSA E.I.R.L.,129416,50840,16940,33900,33.9,CHANCAY - 5003,2024-12-28 20:18:00,00:23:00,00:52:00,2024-12-28 20:43:00,49860,16140,33720,-180,2024-12-28 21:21:00,00:25:00,00:38:00,01:55:00,0,0
818,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280362,-,1,SILOS,-,2024-12-28 19:25:00,2024-12-28 19:52:00,2024-12-28 19:58:00,00:06:00,00:27:00,-,2280362,D7X754,TOSA E.I.R.L.,129418,51500,17120,34380,34.38,CHANCAY - 5003,2024-12-28 20:21:00,00:23:00,00:56:00,2024-12-28 20:48:00,51420,17040,34380,0,2024-12-28 21:34:00,00:27:00,00:46:00,02:09:00,0,0
819,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280370,-,1,SILOS,-,2024-12-28 19:49:00,2024-12-28 19:56:00,2024-12-28 20:00:00,00:04:00,00:07:00,-,2280370,ATA883,TOSA E.I.R.L.,129420,48320,16720,31600,31.6,CHANCAY - 5003,2024-12-28 20:34:00,00:34:00,00:45:00,2024-12-28 21:13:00,48260,16660,31600,0,2024-12-28 21:47:00,00:39:00,00:34:00,01:58:00,0,0
820,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280374,-,1,SILOS,-,2024-12-28 20:05:00,2024-12-28 20:15:00,2024-12-28 20:20:00,00:05:00,00:10:00,-,2280374,AZR943,TOSA E.I.R.L.,129421,51120,17620,33500,33.5,CHANCAY - 5003,2024-12-28 20:37:00,00:17:00,00:32:00,2024-12-28 21:10:00,51040,17530,33510,10,2024-12-28 21:44:00,00:33:00,00:34:00,01:39:00,0,0
821,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280393,-,1,SILOS,-,2024-12-28 20:39:00,2024-12-28 20:42:00,2024-12-28 20:46:00,00:04:00,00:03:00,-,280393,AJI820,TOSA E.I.R.L.,129424,50140,17520,32620,32.62,CHANCAY - 5003,2024-12-28 21:18:00,00:32:00,00:39:00,2024-12-28 21:41:00,50050,17440,32610,-10,2024-12-28 22:09:00,00:23:00,00:28:00,01:30:00,0,0
822,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280378,-,1,SILOS,-,2024-12-28 20:16:00,2024-12-28 20:49:00,2024-12-28 21:03:00,00:14:00,00:33:00,-,280378,ASA876,TOSA E.I.R.L.,129423,51660,17180,34480,34.48,CHANCAY - 5003,2024-12-28 21:10:00,00:07:00,00:54:00,2024-12-28 21:32:00,51600,17110,34490,10,2024-12-28 22:00:00,00:22:00,00:28:00,01:44:00,0,0
823,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280381,-,1,SILOS,-,2024-12-28 20:21:00,2024-12-28 20:50:00,2024-12-28 20:55:00,00:05:00,00:29:00,-,280381,ABY910,TOSA E.I.R.L.,129422,51540,16820,34720,34.72,CHANCAY - 5003,2024-12-28 21:00:00,00:05:00,00:39:00,2024-12-28 21:29:00,51480,16760,34720,0,2024-12-28 22:04:00,00:29:00,00:35:00,01:43:00,0,0
824,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280402,-,1,SILOS,-,2024-12-28 20:33:00,2024-12-28 21:05:00,2024-12-28 21:10:00,00:05:00,00:32:00,-,2280402,F0J926,TOSA E.I.R.L.,129426,49620,17120,32500,32.5,CHANCAY - 5003,2024-12-28 22:04:00,00:54:00,01:31:00,2024-12-28 22:46:00,49560,17030,32530,30,2024-12-28 23:05:00,00:42:00,00:19:00,02:32:00,0,0
825,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280398,-,1,SILOS,-,2024-12-28 20:53:00,2024-12-28 21:15:00,2024-12-28 21:20:00,00:05:00,00:22:00,-,987065,BYP785,TOSA E.I.R.L.,129425,52620,18140,34480,34.48,LURIN - 5001,2024-12-28 22:01:00,00:41:00,01:08:00,2024-12-29 01:29:00,52420,18020,34400,-80,2024-12-29 01:37:00,03:28:00,00:08:00,04:44:00,0,0
826,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280405,-,1,SILOS,-,2024-12-28 21:33:00,2024-12-28 21:52:00,2024-12-28 21:57:00,00:05:00,00:19:00,-,987066,D6D940,TOSA E.I.R.L.,129428,49200,16600,32600,32.6,LURIN - 5001,2024-12-28 22:24:00,00:27:00,00:51:00,2024-12-29 02:12:00,49030,16490,32540,-60,2024-12-29 02:46:00,03:48:00,00:34:00,05:13:00,0,0
827,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280413,-,1,SILOS,-,2024-12-28 21:43:00,2024-12-28 21:53:00,2024-12-28 22:00:00,00:07:00,00:10:00,-,2280413,AWS916,TOSA E.I.R.L.,129429,50620,17560,33060,33.06,CHANCAY - 5003,2024-12-28 22:30:00,00:30:00,00:47:00,2024-12-28 23:01:00,50560,17520,33040,-20,2024-12-28 23:13:00,00:31:00,00:12:00,01:30:00,0,0
828,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280412,-,1,SILOS,-,2024-12-28 21:41:00,2024-12-28 21:55:00,2024-12-28 22:00:00,00:05:00,00:14:00,-,2280412,BYP751,TOSA E.I.R.L.,129427,50140,18260,31880,31.88,CHANCAY - 5003,2024-12-28 22:20:00,00:20:00,00:39:00,2024-12-28 22:49:00,50100,18220,31880,0,2024-12-28 23:09:00,00:29:00,00:20:00,01:28:00,0,0
829,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280416,-,1,SILOS,-,2024-12-28 21:42:00,2024-12-28 22:01:00,2024-12-28 22:06:00,00:05:00,00:19:00,-,987067,BUY726,TOSA E.I.R.L.,129430,52520,18320,34200,34.2,LURIN - 5001,2024-12-28 22:39:00,00:33:00,00:57:00,2024-12-29 01:43:00,52300,18140,34160,-40,2024-12-29 01:53:00,03:04:00,00:10:00,04:11:00,0,0
830,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280429,-,1,SILOS,-,2024-12-28 21:53:00,2024-12-28 22:10:00,2024-12-28 22:15:00,00:05:00,00:17:00,-,987068,F4O747,TOSA E.I.R.L.,129431,51220,17060,34160,34.16,LURIN - 5001,2024-12-28 22:41:00,00:26:00,00:48:00,2024-12-29 01:45:00,51050,16960,34090,-70,2024-12-29 02:06:00,03:04:00,00:21:00,04:13:00,0,0
831,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280430,-,1,SILOS,-,2024-12-28 21:48:00,2024-12-28 22:10:00,2024-12-28 22:15:00,00:05:00,00:22:00,-,987070,D7X754,TOSA E.I.R.L.,129433,50800,17120,33680,33.68,LURIN - 5001,2024-12-28 22:49:00,00:34:00,01:01:00,2024-12-29 01:56:00,50610,16980,33630,-50,2024-12-29 02:24:00,03:07:00,00:28:00,04:36:00,0,0
832,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280424,-,1,SILOS,-,2024-12-28 21:50:00,2024-12-28 22:30:00,2024-12-28 22:35:00,00:05:00,00:40:00,-,987069,AZS811,TOSA E.I.R.L.,129432,50520,17300,33220,33.22,LURIN - 5001,2024-12-28 22:44:00,00:09:00,00:54:00,2024-12-29 01:47:00,50330,17160,33170,-50,2024-12-29 02:14:00,03:03:00,00:27:00,04:24:00,0,0
833,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 13,15-23,202412280435,-,1,SILOS,-,2024-12-28 22:45:00,2024-12-28 22:50:00,2024-12-28 22:55:00,00:05:00,00:05:00,-,2280435,ABV921,TOSA E.I.R.L.,129434,49800,16700,33100,33.1,CHANCAY - 5003,2024-12-28 23:24:00,00:29:00,00:39:00,2024-12-28 23:59:00,49750,16630,33120,20,2024-12-29 00:18:00,00:35:00,00:19:00,01:33:00,0,0
834,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 14,2025-07-23 00:00:00,202412280442,-,1,SILOS,-,2024-12-28 22:39:00,2024-12-28 23:01:00,2024-12-28 23:06:00,00:05:00,00:22:00,-,987071,AZT768,TOSA E.I.R.L.,129435,51340,17740,33600,33.6,LURIN - 5001,2024-12-28 23:38:00,00:32:00,00:59:00,2024-12-29 02:04:00,51140,17600,33540,-60,2024-12-29 02:34:00,02:26:00,00:30:00,03:55:00,0,0
835,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 14,2025-07-23 00:00:00,202412280447,-,1,SILOS,-,2024-12-28 23:00:00,2024-12-28 23:10:00,2024-12-28 23:15:00,00:05:00,00:10:00,-,987074,C9H901,TOSA E.I.R.L.,129438,48220,16200,32020,32.02,LURIN - 5001,2024-12-28 23:51:00,00:36:00,00:51:00,2024-12-29 05:33:00,48220,16260,31960,-60,2024-12-29 05:59:00,05:42:00,00:26:00,06:59:00,0,0
836,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 14,2025-07-23 00:00:00,202412280443,-,1,SILOS,-,2024-12-28 22:45:00,2024-12-28 23:10:00,2024-12-28 23:15:00,00:05:00,00:25:00,-,987072,AZR943,TOSA E.I.R.L.,129436,50740,17620,33120,33.12,LURIN - 5001,2024-12-28 23:41:00,00:26:00,00:56:00,2024-12-29 02:20:00,50540,17470,33070,-50,2024-12-29 02:52:00,02:39:00,00:32:00,04:07:00,0,0
837,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 14,2025-07-23 00:00:00,202412280432,-,1,SILOS,-,2024-12-28 22:38:00,2024-12-28 23:10:00,2024-12-28 23:15:00,00:05:00,00:32:00,-,987073,AUL898,TOSA E.I.R.L.,129437,50100,16940,33160,33.16,LURIN - 5001,2024-12-28 23:45:00,00:30:00,01:07:00,2024-12-29 02:30:00,49910,16800,33110,-50,2024-12-29 03:12:00,02:45:00,00:42:00,04:34:00,0,0
838,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 14,2025-07-23 00:00:00,202412280450,-,1,SILOS,-,2024-12-28 23:10:00,2024-12-28 23:20:00,2024-12-28 23:25:00,00:05:00,00:10:00,-,2280450,ABY910,TOSA E.I.R.L.,129439,48680,16820,31860,31.86,CHANCAY - 5003,2024-12-28 23:58:00,00:33:00,00:48:00,2024-12-29 00:34:00,48640,16760,31880,20,2024-12-29 01:08:00,00:36:00,00:34:00,01:58:00,0,0
839,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 14,2025-07-23 00:00:00,202412280446,-,1,SILOS,-,2024-12-28 23:02:00,2024-12-28 23:45:00,2024-12-28 23:50:00,00:05:00,00:43:00,-,2280446,AFX858,TOSA E.I.R.L.,129442,49560,16840,32720,32.72,CHANCAY - 5003,2024-12-29 00:19:00,00:29:00,01:17:00,2024-12-29 01:00:00,49480,16760,32720,0,2024-12-29 01:13:00,00:41:00,00:13:00,02:11:00,0,0
840,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 14,2025-07-23 00:00:00,20241228,-,1,SILOS,-,2024-12-28 23:15:00,2024-12-28 23:45:00,2024-12-28 23:50:00,00:05:00,00:30:00,-,2280451,AJI820,TOSA E.I.R.L.,129441,48340,17520,30820,30.82,CHANCAY - 5003,2024-12-29 00:07:00,00:17:00,00:52:00,2024-12-29 00:49:00,48270,17430,30840,20,2024-12-29 01:05:00,00:42:00,00:16:00,01:50:00,0,0
841,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 14,2025-07-23 00:00:00,202412280453,-,1,SILOS,-,2024-12-28 23:19:00,2024-12-28 23:50:00,2024-12-28 23:55:00,00:05:00,00:31:00,-,2280453,ATA883,TOSA E.I.R.L.,129440,47680,16720,30960,30.96,CHANCAY - 5003,2024-12-29 00:02:00,00:07:00,00:43:00,2024-12-29 00:54:00,47610,16650,30960,0,2024-12-29 01:02:00,00:52:00,00:08:00,01:43:00,0,0
842,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 14,2025-07-23 00:00:00,202412280462,-,1,SILOS,-,2024-12-28 23:48:00,2024-12-28 23:58:00,2024-12-29 00:03:00,00:05:00,00:10:00,-,2280462,BYP790,TOSA E.I.R.L.,129445,50340,18220,32120,32.12,CHANCAY - 5003,2024-12-29 00:34:00,00:31:00,00:46:00,2024-12-29 01:31:00,50270,18150,32120,0,2024-12-29 01:47:00,00:57:00,00:16:00,01:59:00,0,0
843,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 14,2025-07-23 00:00:00,202412280457,-,1,SILOS,-,2024-12-28 23:40:00,2024-12-29 00:00:00,2024-12-29 00:05:00,00:05:00,00:20:00,-,987075,BYP721,TOSA E.I.R.L.,129443,52360,18400,33960,33.96,LURIN - 5001,2024-12-29 00:27:00,00:22:00,00:47:00,2024-12-29 03:33:00,52180,18270,33910,-50,2024-12-29 03:44:00,03:06:00,00:11:00,04:04:00,0,0
844,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 14,2025-07-23 00:00:00,202412280461,-,1,SILOS,-,2024-12-28 23:03:00,2024-12-29 00:15:00,2024-12-29 00:20:00,00:05:00,01:12:00,-,987076,AUL936,TOSA E.I.R.L.,129444,47720,17000,30720,30.72,LURIN - 5001,2024-12-29 00:29:00,00:09:00,01:26:00,2024-12-29 05:27:00,47770,17020,30750,30,2024-12-29 05:42:00,04:58:00,00:15:00,06:39:00,0,0
845,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 14,2025-07-23 00:00:00,202412290034,-,1,SILOS,-,2024-12-29 00:25:00,2024-12-29 00:36:00,2024-12-29 00:40:00,00:04:00,00:11:00,-,2290034,BUX821,TOSA E.I.R.L.,129456,50520,18340,32180,32.18,CHANCAY - 5003,2024-12-29 01:59:00,01:19:00,01:34:00,2024-12-29 03:20:00,50430,18260,32170,-10,2024-12-29 03:43:00,01:21:00,00:23:00,03:18:00,0,0
846,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 14,2025-07-23 00:00:00,202412290022,-,1,SILOS,-,2024-12-29 00:30:00,2024-12-29 00:45:00,2024-12-29 00:49:00,00:04:00,00:15:00,-,987077,AKV816,TOSA E.I.R.L.,129449,47740,17100,30640,30.64,LURIN - 5001,2024-12-29 01:33:00,00:44:00,01:03:00,2024-12-29 05:25:00,47570,16950,30620,-20,2024-12-29 05:37:00,03:52:00,00:12:00,05:07:00,0,0
847,AFRICAN ROADRUNNER,MAIZ AMARILLO ARGENTINO,JORNADA 14,2025-07-23 00:00:00,202412290005,-,1,SILOS,-,2024-12-29 00:24:00,2024-12-29 00:50:00,2024-12-29 00:52:00,00:02:00,00:26:00,-,2290005,AWS916,TOSA E.I.R.L.,129446,49640,17560,32080,32.08,CHANCAY - 5003,2024-12-29 01:11:00,00:19:00,00:47:00,2024-12-29 02:01:00,49600,17510,32090,10,2024-12-29 02:12:00,00:50:00,00:11:00,01:48:00,0,0
